job_id,job_title,industry,location,salary_usd,skills_required,remote_option,company_size,posting_date
3709,Smart Contract Engineer,Blockchain,London,115657,"solidity, ethereum",No,Large,2025-07-13
3710,Smart Contract Engineer,Blockchain,New York,81413,"solidity, ethereum",No,Small,2025-09-17
3711,Blockchain Developer,Blockchain,London,167652,"rust, solidity",No,Large,2025-03-06
3712,Ai Engineer,Ai,Singapore,193397,"python, pytorch",No,Medium,2025-02-11
3713,Smart Contract Engineer,Blockchain,London,172701,"ethereum, rust",Yes,Medium,2025-05-13
3714,Quantum Researcher,Quantum Computing,Tokyo,116727,"quantum algorithms, qiskit",No,Small,2025-07-27
3715,Sustainability Analyst,Green Tech,Tokyo,147013,"energy modeling, climate data analysis",No,Medium,2025-03-08
3716,Ai Engineer,Ai,Tokyo,228484,"pytorch, python",No,Medium,2025-02-08
3717,Ml Researcher,Ai,New York,223584,"python, tensorflow",No,Large,2025-05-11
3718,Ai Engineer,Ai,New York,200089,"python, tensorflow",No,Medium,2025-02-23
3719,Quantum Software Developer,Quantum Computing,New York,107013,"quantum algorithms, linear algebra",No,Medium,2025-09-20
3720,Sustainability Analyst,Green Tech,Dubai,116663,"energy modeling, climate data analysis",Yes,Large,2025-11-13
3721,Quantum Researcher,Quantum Computing,Berlin,141787,"quantum algorithms, qiskit",No,Large,2025-11-12
3722,Data Scientist,Ai,London,54862,"pytorch, python",Yes,Large,2025-01-01
3723,Ai Engineer,Ai,Berlin,57914,"pytorch, python",No,Small,2025-03-01
3724,Sustainability Analyst,Green Tech,Singapore,125289,"climate data analysis, energy modeling",Yes,Large,2025-06-06
3725,Renewable Energy Engineer,Green Tech,London,71924,"energy modeling, climate data analysis",No,Large,2025-09-27
3726,Blockchain Developer,Blockchain,Singapore,211432,"ethereum, rust",Yes,Large,2025-03-04
3727,Quantum Software Developer,Quantum Computing,London,87497,"linear algebra, quantum algorithms",No,Medium,2025-08-10
3728,Quantum Software Developer,Quantum Computing,Dubai,166079,"qiskit, quantum algorithms",Yes,Large,2025-03-22
3729,Ml Researcher,Ai,Tokyo,201115,"tensorflow, python",Yes,Small,2025-07-25
3730,Quantum Researcher,Quantum Computing,Singapore,154590,"qiskit, quantum algorithms",No,Medium,2025-05-02
3731,Blockchain Developer,Blockchain,Berlin,184086,"ethereum, rust",No,Small,2025-04-28
3732,Renewable Energy Engineer,Green Tech,Tokyo,100678,"climate data analysis, energy modeling",No,Small,2025-05-06
3733,Sustainability Analyst,Green Tech,Berlin,118229,"climate data analysis, energy modeling",No,Small,2025-01-19
3734,Ai Engineer,Ai,Tokyo,121134,"python, pytorch",Yes,Medium,2025-02-27
3735,Smart Contract Engineer,Blockchain,Singapore,201395,"solidity, rust",Yes,Small,2025-07-25
3736,Quantum Software Developer,Quantum Computing,Tokyo,78046,"qiskit, linear algebra",No,Large,2025-05-17
3737,Sustainability Analyst,Green Tech,New York,198146,"energy modeling, climate data analysis",No,Large,2025-01-10
3738,Quantum Software Developer,Quantum Computing,Tokyo,84755,"linear algebra, quantum algorithms",Yes,Medium,2025-07-26
3739,Smart Contract Engineer,Blockchain,Tokyo,61212,"rust, ethereum",No,Medium,2025-06-02
3740,Quantum Software Developer,Quantum Computing,Tokyo,116416,"quantum algorithms, qiskit",No,Small,2025-05-18
3741,Quantum Software Developer,Quantum Computing,Berlin,171378,"qiskit, quantum algorithms",Yes,Large,2025-02-08
3742,Quantum Researcher,Quantum Computing,Singapore,115927,"linear algebra, quantum algorithms",Yes,Large,2025-08-19
3743,Quantum Software Developer,Quantum Computing,New York,184578,"quantum algorithms, linear algebra",No,Small,2025-02-07
3744,Data Scientist,Ai,London,222763,"pytorch, python",Yes,Small,2025-08-04
3745,Sustainability Analyst,Green Tech,London,136251,"climate data analysis, energy modeling",No,Small,2025-06-04
3746,Ml Researcher,Ai,New York,71737,"pytorch, tensorflow",Yes,Large,2025-12-02
3747,Quantum Researcher,Quantum Computing,Singapore,112461,"qiskit, quantum algorithms",Yes,Small,2025-08-02
3748,Data Scientist,Ai,Dubai,91129,"python, pytorch",Yes,Small,2025-05-17
3749,Quantum Software Developer,Quantum Computing,New York,115145,"quantum algorithms, qiskit",No,Medium,2025-03-31
3750,Quantum Software Developer,Quantum Computing,Singapore,123688,"quantum algorithms, linear algebra",No,Large,2025-03-15
3751,Blockchain Developer,Blockchain,Singapore,123263,"ethereum, rust",Yes,Small,2025-02-07
3752,Blockchain Developer,Blockchain,Tokyo,82325,"ethereum, rust",Yes,Small,2025-10-08
3753,Quantum Software Developer,Quantum Computing,Berlin,219305,"linear algebra, qiskit",No,Small,2025-03-28
3754,Quantum Software Developer,Quantum Computing,Berlin,192526,"linear algebra, quantum algorithms",No,Large,2025-11-06
3755,Blockchain Developer,Blockchain,New York,133906,"solidity, ethereum",Yes,Large,2025-01-25
3756,Ai Engineer,Ai,Dubai,66578,"python, pytorch",No,Small,2025-12-01
3757,Smart Contract Engineer,Blockchain,Tokyo,236071,"ethereum, rust",No,Medium,2025-12-20
3758,Ml Researcher,Ai,Tokyo,154707,"python, tensorflow",No,Large,2025-12-10
3759,Blockchain Developer,Blockchain,Tokyo,220845,"rust, ethereum",Yes,Medium,2025-09-16
3760,Sustainability Analyst,Green Tech,Tokyo,207016,"energy modeling, climate data analysis",No,Medium,2025-10-14
3761,Blockchain Developer,Blockchain,New York,212743,"ethereum, rust",Yes,Large,2025-03-11
3762,Renewable Energy Engineer,Green Tech,Dubai,190146,"energy modeling, climate data analysis",Yes,Medium,2025-09-05
3763,Renewable Energy Engineer,Green Tech,Tokyo,235725,"energy modeling, climate data analysis",No,Large,2025-06-24
3764,Data Scientist,Ai,London,175989,"python, pytorch",Yes,Small,2025-01-04
3765,Blockchain Developer,Blockchain,London,80896,"rust, ethereum",Yes,Small,2025-08-27
3766,Ml Researcher,Ai,Tokyo,133030,"pytorch, tensorflow",No,Large,2025-04-12
3767,Smart Contract Engineer,Blockchain,Tokyo,172677,"solidity, rust",Yes,Medium,2025-03-09
3768,Ml Researcher,Ai,Tokyo,146248,"pytorch, tensorflow",No,Medium,2025-04-07
3769,Renewable Energy Engineer,Green Tech,Singapore,117264,"climate data analysis, energy modeling",Yes,Large,2025-07-04
3770,Smart Contract Engineer,Blockchain,Berlin,133118,"rust, ethereum",No,Medium,2025-11-08
3771,Smart Contract Engineer,Blockchain,Berlin,201595,"ethereum, solidity",No,Medium,2025-03-10
3772,Smart Contract Engineer,Blockchain,Tokyo,187374,"rust, solidity",Yes,Small,2025-07-19
3773,Renewable Energy Engineer,Green Tech,Dubai,187382,"energy modeling, climate data analysis",Yes,Small,2025-03-24
3774,Smart Contract Engineer,Blockchain,Singapore,79268,"ethereum, solidity",Yes,Large,2025-06-16
3775,Data Scientist,Ai,New York,132543,"tensorflow, pytorch",Yes,Large,2025-09-07
3776,Blockchain Developer,Blockchain,London,175667,"solidity, ethereum",Yes,Large,2025-07-03
3777,Blockchain Developer,Blockchain,Tokyo,79550,"ethereum, solidity",Yes,Large,2025-02-20
3778,Blockchain Developer,Blockchain,Berlin,247088,"ethereum, solidity",Yes,Small,2025-11-15
3779,Data Scientist,Ai,Singapore,212703,"python, pytorch",Yes,Small,2025-06-22
3780,Sustainability Analyst,Green Tech,Tokyo,198954,"climate data analysis, energy modeling",Yes,Small,2025-01-28
3781,Quantum Researcher,Quantum Computing,Berlin,152481,"qiskit, linear algebra",No,Small,2025-05-26
3782,Sustainability Analyst,Green Tech,Dubai,55313,"climate data analysis, energy modeling",No,Large,2025-05-22
3783,Quantum Researcher,Quantum Computing,New York,243174,"qiskit, quantum algorithms",Yes,Large,2025-09-16
3784,Quantum Researcher,Quantum Computing,Singapore,99245,"qiskit, quantum algorithms",Yes,Small,2025-08-14
3785,Blockchain Developer,Blockchain,London,196543,"solidity, ethereum",No,Medium,2025-07-01
3786,Smart Contract Engineer,Blockchain,New York,111532,"rust, ethereum",No,Medium,2025-01-13
3787,Quantum Software Developer,Quantum Computing,New York,193973,"qiskit, quantum algorithms",Yes,Small,2025-11-23
3788,Sustainability Analyst,Green Tech,Dubai,56825,"energy modeling, climate data analysis",No,Small,2025-11-14
3789,Quantum Researcher,Quantum Computing,Berlin,201395,"qiskit, linear algebra",No,Small,2025-06-16
3790,Blockchain Developer,Blockchain,Dubai,206954,"solidity, ethereum",No,Medium,2025-07-19
3791,Ai Engineer,Ai,Berlin,178305,"pytorch, tensorflow",Yes,Large,2025-05-18
3792,Sustainability Analyst,Green Tech,Tokyo,164836,"energy modeling, climate data analysis",Yes,Large,2025-03-11
3793,Ai Engineer,Ai,Berlin,168896,"tensorflow, pytorch",No,Large,2025-05-11
3794,Sustainability Analyst,Green Tech,Berlin,187982,"energy modeling, climate data analysis",No,Large,2025-06-26
3795,Ai Engineer,Ai,London,213465,"tensorflow, pytorch",No,Large,2025-06-26
3796,Blockchain Developer,Blockchain,Dubai,68079,"ethereum, rust",Yes,Small,2025-02-10
3797,Ai Engineer,Ai,Tokyo,244252,"python, pytorch",Yes,Small,2025-05-30
3798,Ml Researcher,Ai,Singapore,172265,"pytorch, tensorflow",No,Large,2025-04-14
3799,Ai Engineer,Ai,London,222459,"tensorflow, pytorch",No,Medium,2025-08-25
3800,Renewable Energy Engineer,Green Tech,Berlin,196173,"climate data analysis, energy modeling",No,Large,2025-04-11
3801,Quantum Software Developer,Quantum Computing,London,202633,"quantum algorithms, qiskit",Yes,Small,2025-04-16
3802,Quantum Software Developer,Quantum Computing,Singapore,114144,"quantum algorithms, qiskit",Yes,Small,2025-06-03
3803,Quantum Researcher,Quantum Computing,Singapore,109837,"linear algebra, quantum algorithms",Yes,Small,2025-09-14
3804,Quantum Software Developer,Quantum Computing,Singapore,80969,"quantum algorithms, linear algebra",Yes,Large,2025-12-09
3805,Sustainability Analyst,Green Tech,New York,76561,"climate data analysis, energy modeling",No,Medium,2025-02-08
3806,Data Scientist,Ai,Tokyo,105474,"python, pytorch",No,Small,2025-09-19
3807,Blockchain Developer,Blockchain,London,119711,"solidity, ethereum",Yes,Medium,2025-10-01
3808,Ai Engineer,Ai,Berlin,181779,"tensorflow, pytorch",No,Large,2025-02-12
3809,Renewable Energy Engineer,Green Tech,New York,169406,"climate data analysis, energy modeling",Yes,Small,2025-02-16
3810,Smart Contract Engineer,Blockchain,New York,155281,"solidity, ethereum",No,Medium,2025-10-30
3811,Blockchain Developer,Blockchain,Tokyo,104998,"rust, solidity",No,Medium,2025-02-16
3812,Renewable Energy Engineer,Green Tech,Dubai,223016,"climate data analysis, energy modeling",No,Large,2025-09-07
3813,Ai Engineer,Ai,Berlin,77083,"pytorch, tensorflow",No,Small,2025-03-25
3814,Smart Contract Engineer,Blockchain,London,120550,"rust, solidity",Yes,Medium,2025-07-22
3815,Sustainability Analyst,Green Tech,Singapore,139161,"climate data analysis, energy modeling",Yes,Small,2025-08-15
3816,Sustainability Analyst,Green Tech,Tokyo,180107,"energy modeling, climate data analysis",Yes,Large,2025-09-29
3817,Quantum Software Developer,Quantum Computing,Tokyo,60108,"quantum algorithms, linear algebra",Yes,Large,2025-01-13
3818,Sustainability Analyst,Green Tech,Tokyo,195106,"climate data analysis, energy modeling",No,Large,2025-09-24
3819,Data Scientist,Ai,Tokyo,211352,"pytorch, tensorflow",Yes,Small,2025-09-16
3820,Smart Contract Engineer,Blockchain,New York,61121,"ethereum, rust",Yes,Medium,2025-10-06
3821,Ai Engineer,Ai,London,205850,"pytorch, tensorflow",Yes,Small,2025-04-06
3822,Quantum Researcher,Quantum Computing,Dubai,214283,"quantum algorithms, linear algebra",Yes,Small,2025-08-04
3823,Blockchain Developer,Blockchain,Tokyo,108027,"ethereum, rust",Yes,Medium,2025-07-04
3824,Ai Engineer,Ai,Berlin,227158,"python, tensorflow",No,Large,2025-08-11
3825,Data Scientist,Ai,New York,171186,"tensorflow, python",Yes,Medium,2025-09-24
3826,Blockchain Developer,Blockchain,Singapore,54262,"ethereum, solidity",No,Large,2025-03-08
3827,Sustainability Analyst,Green Tech,Dubai,104841,"energy modeling, climate data analysis",Yes,Medium,2025-04-30
3828,Ml Researcher,Ai,Singapore,153227,"python, pytorch",No,Medium,2025-02-03
3829,Smart Contract Engineer,Blockchain,London,121967,"solidity, ethereum",Yes,Medium,2025-05-03
3830,Sustainability Analyst,Green Tech,Singapore,156888,"climate data analysis, energy modeling",Yes,Large,2025-07-25
3831,Blockchain Developer,Blockchain,Dubai,89006,"solidity, ethereum",Yes,Medium,2025-10-19
3832,Quantum Software Developer,Quantum Computing,Tokyo,190234,"qiskit, quantum algorithms",Yes,Large,2025-10-06
3833,Smart Contract Engineer,Blockchain,New York,81298,"solidity, ethereum",Yes,Small,2025-04-26
3834,Quantum Software Developer,Quantum Computing,Singapore,133414,"quantum algorithms, qiskit",No,Medium,2025-02-18
3835,Renewable Energy Engineer,Green Tech,Tokyo,192454,"climate data analysis, energy modeling",No,Large,2025-10-28
3836,Smart Contract Engineer,Blockchain,Berlin,221928,"solidity, ethereum",No,Small,2025-05-03
3837,Blockchain Developer,Blockchain,London,132265,"rust, ethereum",Yes,Small,2025-04-24
3838,Renewable Energy Engineer,Green Tech,Tokyo,210234,"energy modeling, climate data analysis",No,Small,2025-12-18
3839,Ai Engineer,Ai,Tokyo,137636,"pytorch, tensorflow",No,Small,2025-08-29
3840,Renewable Energy Engineer,Green Tech,Berlin,155533,"climate data analysis, energy modeling",Yes,Large,2025-12-13
3841,Quantum Researcher,Quantum Computing,Singapore,109649,"linear algebra, quantum algorithms",No,Large,2025-09-11
3842,Ai Engineer,Ai,Singapore,242311,"tensorflow, pytorch",Yes,Large,2025-07-03
3843,Ai Engineer,Ai,Berlin,239161,"tensorflow, python",No,Large,2025-06-08
3844,Quantum Software Developer,Quantum Computing,Tokyo,128814,"linear algebra, qiskit",Yes,Small,2025-12-09
3845,Blockchain Developer,Blockchain,Berlin,189988,"rust, ethereum",No,Large,2025-12-31
3846,Ai Engineer,Ai,Tokyo,131565,"tensorflow, python",No,Medium,2025-12-27
3847,Renewable Energy Engineer,Green Tech,New York,129393,"climate data analysis, energy modeling",Yes,Large,2025-04-15
3848,Quantum Software Developer,Quantum Computing,New York,92061,"linear algebra, quantum algorithms",No,Large,2025-02-02
3849,Data Scientist,Ai,Tokyo,119415,"tensorflow, pytorch",No,Medium,2025-03-03
3850,Data Scientist,Ai,Singapore,204365,"python, tensorflow",No,Large,2025-07-11
3851,Data Scientist,Ai,Dubai,246817,"pytorch, python",Yes,Medium,2025-06-17
3852,Quantum Software Developer,Quantum Computing,Tokyo,117028,"linear algebra, quantum algorithms",No,Large,2025-12-06
3853,Blockchain Developer,Blockchain,New York,239298,"solidity, rust",Yes,Large,2025-07-16
3854,Renewable Energy Engineer,Green Tech,Singapore,102655,"energy modeling, climate data analysis",Yes,Large,2025-08-17
3855,Quantum Software Developer,Quantum Computing,Dubai,50825,"linear algebra, qiskit",No,Large,2025-05-28
3856,Data Scientist,Ai,London,201084,"pytorch, python",No,Small,2025-09-07
3857,Ml Researcher,Ai,Singapore,183161,"tensorflow, python",Yes,Large,2025-01-18
3858,Sustainability Analyst,Green Tech,Berlin,221354,"climate data analysis, energy modeling",Yes,Large,2025-07-26
3859,Smart Contract Engineer,Blockchain,Berlin,139388,"solidity, rust",No,Large,2025-01-05
3860,Sustainability Analyst,Green Tech,Singapore,149296,"energy modeling, climate data analysis",Yes,Medium,2025-03-24
3861,Ai Engineer,Ai,Singapore,74232,"tensorflow, pytorch",No,Large,2025-10-30
3862,Ai Engineer,Ai,New York,248837,"tensorflow, pytorch",No,Large,2025-07-17
3863,Quantum Researcher,Quantum Computing,Dubai,146727,"qiskit, linear algebra",No,Small,2025-03-19
3864,Smart Contract Engineer,Blockchain,London,102877,"solidity, ethereum",Yes,Small,2025-11-21
3865,Quantum Software Developer,Quantum Computing,Berlin,215161,"quantum algorithms, qiskit",No,Large,2025-03-23
3866,Ml Researcher,Ai,Berlin,71279,"pytorch, python",Yes,Large,2025-01-27
3867,Quantum Software Developer,Quantum Computing,New York,129906,"quantum algorithms, qiskit",No,Medium,2025-09-05
3868,Blockchain Developer,Blockchain,Tokyo,246914,"solidity, ethereum",Yes,Small,2025-03-20
3869,Blockchain Developer,Blockchain,Tokyo,183858,"solidity, rust",No,Small,2025-07-13
3870,Quantum Researcher,Quantum Computing,London,81892,"quantum algorithms, qiskit",No,Small,2025-07-21
3871,Smart Contract Engineer,Blockchain,Berlin,125103,"rust, ethereum",Yes,Small,2025-05-08
3872,Smart Contract Engineer,Blockchain,Dubai,146436,"solidity, rust",Yes,Small,2025-03-11
3873,Ai Engineer,Ai,London,158505,"pytorch, python",Yes,Small,2025-01-01
3874,Quantum Software Developer,Quantum Computing,Berlin,75256,"qiskit, quantum algorithms",No,Large,2025-10-04
3875,Smart Contract Engineer,Blockchain,Dubai,87310,"solidity, rust",No,Small,2025-12-16
3876,Sustainability Analyst,Green Tech,Singapore,70297,"climate data analysis, energy modeling",Yes,Large,2025-04-29
3877,Ai Engineer,Ai,New York,73655,"python, tensorflow",No,Large,2025-07-01
3878,Smart Contract Engineer,Blockchain,Singapore,89020,"rust, solidity",Yes,Medium,2025-08-02
3879,Sustainability Analyst,Green Tech,New York,128118,"energy modeling, climate data analysis",No,Medium,2025-03-12
3880,Blockchain Developer,Blockchain,London,157005,"ethereum, rust",Yes,Large,2025-07-12
3881,Ml Researcher,Ai,Dubai,167968,"pytorch, tensorflow",No,Medium,2025-11-24
3882,Smart Contract Engineer,Blockchain,Tokyo,133393,"solidity, ethereum",Yes,Large,2025-08-21
3883,Ai Engineer,Ai,Berlin,128095,"pytorch, tensorflow",No,Large,2025-06-21
3884,Blockchain Developer,Blockchain,Berlin,225632,"rust, ethereum",No,Medium,2025-12-24
3885,Ml Researcher,Ai,Tokyo,205257,"tensorflow, python",Yes,Medium,2025-03-03
3886,Blockchain Developer,Blockchain,Dubai,230046,"ethereum, rust",Yes,Small,2025-01-03
3887,Quantum Researcher,Quantum Computing,Berlin,162350,"linear algebra, qiskit",No,Small,2025-01-04
3888,Smart Contract Engineer,Blockchain,London,114451,"ethereum, solidity",No,Large,2025-04-12
3889,Sustainability Analyst,Green Tech,Singapore,109242,"energy modeling, climate data analysis",No,Medium,2025-05-15
3890,Quantum Software Developer,Quantum Computing,Tokyo,237224,"qiskit, linear algebra",Yes,Large,2025-04-19
3891,Sustainability Analyst,Green Tech,Berlin,235662,"climate data analysis, energy modeling",Yes,Small,2025-11-29
3892,Smart Contract Engineer,Blockchain,Tokyo,84632,"ethereum, solidity",No,Large,2025-03-19
3893,Renewable Energy Engineer,Green Tech,New York,212620,"climate data analysis, energy modeling",Yes,Small,2025-10-08
3894,Ml Researcher,Ai,Dubai,139105,"pytorch, python",No,Small,2025-05-16
3895,Sustainability Analyst,Green Tech,Singapore,125802,"climate data analysis, energy modeling",No,Small,2025-06-24
3896,Data Scientist,Ai,Singapore,80760,"tensorflow, pytorch",Yes,Small,2025-11-16
3897,Ai Engineer,Ai,New York,120894,"python, pytorch",Yes,Medium,2025-01-25
3898,Ml Researcher,Ai,New York,64910,"pytorch, python",Yes,Medium,2025-11-12
3899,Blockchain Developer,Blockchain,Tokyo,72109,"rust, ethereum",No,Medium,2025-08-26
3900,Renewable Energy Engineer,Green Tech,Dubai,82873,"climate data analysis, energy modeling",No,Medium,2025-09-26
3901,Quantum Software Developer,Quantum Computing,Tokyo,130425,"quantum algorithms, linear algebra",Yes,Medium,2025-06-29
3902,Smart Contract Engineer,Blockchain,Tokyo,226548,"ethereum, solidity",No,Large,2025-11-13
3903,Ai Engineer,Ai,Tokyo,227737,"pytorch, python",No,Small,2025-12-10
3904,Ml Researcher,Ai,Tokyo,91005,"pytorch, tensorflow",Yes,Small,2025-10-12
3905,Data Scientist,Ai,New York,167310,"python, tensorflow",No,Large,2025-09-22
3906,Renewable Energy Engineer,Green Tech,Berlin,50072,"climate data analysis, energy modeling",Yes,Small,2025-01-08
3907,Ai Engineer,Ai,Singapore,195476,"pytorch, tensorflow",Yes,Large,2025-03-24
3908,Smart Contract Engineer,Blockchain,Dubai,242469,"ethereum, solidity",No,Small,2025-12-07
3909,Blockchain Developer,Blockchain,Tokyo,156887,"ethereum, rust",Yes,Small,2025-08-25
3910,Ml Researcher,Ai,Dubai,109966,"python, pytorch",Yes,Medium,2025-01-21
3911,Ai Engineer,Ai,Berlin,159565,"python, tensorflow",No,Medium,2025-03-04
3912,Ai Engineer,Ai,London,106066,"tensorflow, python",Yes,Large,2025-01-09
3913,Renewable Energy Engineer,Green Tech,London,85125,"energy modeling, climate data analysis",Yes,Medium,2025-11-16
3914,Quantum Researcher,Quantum Computing,New York,142529,"linear algebra, qiskit",No,Large,2025-04-14
3915,Smart Contract Engineer,Blockchain,Dubai,217861,"solidity, ethereum",No,Small,2025-05-08
3916,Quantum Researcher,Quantum Computing,London,154998,"qiskit, linear algebra",Yes,Large,2025-08-24
3917,Smart Contract Engineer,Blockchain,Dubai,133913,"ethereum, rust",No,Large,2025-05-03
3918,Smart Contract Engineer,Blockchain,Tokyo,203342,"rust, solidity",No,Medium,2025-06-20
3919,Blockchain Developer,Blockchain,Tokyo,148524,"rust, solidity",No,Small,2025-06-15
3920,Ml Researcher,Ai,Berlin,145199,"tensorflow, pytorch",Yes,Medium,2025-01-06
3921,Ai Engineer,Ai,London,197524,"tensorflow, python",Yes,Large,2025-10-27
3922,Sustainability Analyst,Green Tech,Tokyo,173333,"energy modeling, climate data analysis",No,Small,2025-12-08
3923,Quantum Software Developer,Quantum Computing,Berlin,86285,"qiskit, linear algebra",Yes,Medium,2025-06-01
3924,Ml Researcher,Ai,Tokyo,164975,"pytorch, python",No,Large,2025-01-16
3925,Data Scientist,Ai,Dubai,75918,"python, pytorch",No,Medium,2025-07-16
3926,Sustainability Analyst,Green Tech,New York,224917,"climate data analysis, energy modeling",Yes,Small,2025-07-08
3927,Renewable Energy Engineer,Green Tech,Dubai,233274,"energy modeling, climate data analysis",Yes,Small,2025-05-10
3928,Ai Engineer,Ai,Singapore,236121,"python, tensorflow",Yes,Medium,2025-12-30
3929,Sustainability Analyst,Green Tech,Tokyo,246495,"energy modeling, climate data analysis",No,Large,2025-01-16
3930,Sustainability Analyst,Green Tech,New York,141571,"energy modeling, climate data analysis",Yes,Medium,2025-05-24
3931,Ml Researcher,Ai,New York,106022,"pytorch, python",Yes,Small,2025-01-06
3932,Quantum Software Developer,Quantum Computing,New York,203143,"linear algebra, quantum algorithms",Yes,Medium,2025-06-16
3933,Ai Engineer,Ai,New York,91253,"python, pytorch",Yes,Large,2025-03-29
3934,Sustainability Analyst,Green Tech,Tokyo,120231,"climate data analysis, energy modeling",No,Large,2025-04-24
3935,Ai Engineer,Ai,Berlin,69577,"tensorflow, pytorch",No,Medium,2025-05-28
3936,Smart Contract Engineer,Blockchain,Singapore,201680,"ethereum, rust",No,Large,2025-02-17
3937,Data Scientist,Ai,New York,152116,"tensorflow, pytorch",Yes,Small,2025-12-13
3938,Blockchain Developer,Blockchain,Dubai,56017,"ethereum, solidity",Yes,Medium,2025-12-03
3939,Sustainability Analyst,Green Tech,London,189814,"climate data analysis, energy modeling",No,Large,2025-01-30
3940,Data Scientist,Ai,Singapore,155828,"tensorflow, python",Yes,Medium,2025-03-04
3941,Ml Researcher,Ai,New York,114896,"python, pytorch",Yes,Small,2025-12-30
3942,Quantum Researcher,Quantum Computing,New York,91183,"quantum algorithms, linear algebra",Yes,Small,2025-08-26
3943,Renewable Energy Engineer,Green Tech,Dubai,133527,"climate data analysis, energy modeling",No,Small,2025-06-09
3944,Smart Contract Engineer,Blockchain,Singapore,238743,"ethereum, rust",Yes,Large,2025-06-11
3945,Renewable Energy Engineer,Green Tech,Singapore,65258,"energy modeling, climate data analysis",No,Large,2025-03-21
3946,Quantum Software Developer,Quantum Computing,Singapore,117705,"quantum algorithms, linear algebra",Yes,Small,2025-11-04
3947,Renewable Energy Engineer,Green Tech,Berlin,239487,"energy modeling, climate data analysis",Yes,Small,2025-12-14
3948,Quantum Researcher,Quantum Computing,Dubai,186724,"linear algebra, quantum algorithms",Yes,Small,2025-09-28
3949,Data Scientist,Ai,Singapore,104435,"python, pytorch",No,Large,2025-04-22
3950,Smart Contract Engineer,Blockchain,New York,204784,"rust, solidity",Yes,Small,2025-03-04
3951,Ml Researcher,Ai,London,232889,"pytorch, tensorflow",No,Small,2025-04-16
3952,Ai Engineer,Ai,Tokyo,59530,"python, tensorflow",Yes,Large,2025-02-22
3953,Quantum Researcher,Quantum Computing,Singapore,154604,"linear algebra, quantum algorithms",Yes,Small,2025-09-27
3954,Quantum Researcher,Quantum Computing,New York,145322,"qiskit, quantum algorithms",No,Large,2025-03-24
3955,Ai Engineer,Ai,London,64496,"tensorflow, pytorch",No,Small,2025-02-27
3956,Quantum Researcher,Quantum Computing,New York,197139,"linear algebra, qiskit",Yes,Small,2025-01-26
3957,Ml Researcher,Ai,Tokyo,128435,"python, tensorflow",Yes,Medium,2025-03-22
3958,Ai Engineer,Ai,New York,136108,"pytorch, python",Yes,Small,2025-01-12
3959,Blockchain Developer,Blockchain,Tokyo,81282,"solidity, ethereum",No,Medium,2025-09-02
3960,Renewable Energy Engineer,Green Tech,London,71051,"energy modeling, climate data analysis",No,Small,2025-10-28
3961,Smart Contract Engineer,Blockchain,London,197492,"ethereum, rust",Yes,Small,2025-08-24
3962,Ml Researcher,Ai,Tokyo,167492,"python, pytorch",No,Small,2025-07-14
3963,Blockchain Developer,Blockchain,New York,183570,"solidity, rust",No,Medium,2025-03-29
3964,Data Scientist,Ai,London,242878,"pytorch, tensorflow",No,Large,2025-04-03
3965,Data Scientist,Ai,Berlin,196907,"pytorch, python",No,Medium,2025-07-07
3966,Sustainability Analyst,Green Tech,New York,214241,"climate data analysis, energy modeling",No,Large,2025-09-06
3967,Sustainability Analyst,Green Tech,London,157039,"energy modeling, climate data analysis",No,Small,2025-11-26
3968,Blockchain Developer,Blockchain,Tokyo,246307,"ethereum, rust",Yes,Small,2025-01-10
3969,Smart Contract Engineer,Blockchain,Dubai,164319,"solidity, rust",Yes,Medium,2025-06-12
3970,Quantum Software Developer,Quantum Computing,New York,136649,"quantum algorithms, qiskit",No,Small,2025-05-05
3971,Quantum Software Developer,Quantum Computing,Dubai,95400,"quantum algorithms, linear algebra",No,Large,2025-11-02
3972,Blockchain Developer,Blockchain,London,163444,"rust, solidity",Yes,Small,2025-11-16
3973,Smart Contract Engineer,Blockchain,Tokyo,182840,"rust, ethereum",No,Medium,2025-12-26
3974,Data Scientist,Ai,Tokyo,114906,"pytorch, tensorflow",Yes,Small,2025-02-26
3975,Quantum Researcher,Quantum Computing,New York,111420,"linear algebra, qiskit",No,Medium,2025-05-09
3976,Smart Contract Engineer,Blockchain,Singapore,109042,"ethereum, rust",Yes,Large,2025-12-23
3977,Blockchain Developer,Blockchain,London,76422,"solidity, rust",Yes,Large,2025-07-20
3978,Ml Researcher,Ai,Singapore,51611,"pytorch, python",Yes,Small,2025-04-21
3979,Smart Contract Engineer,Blockchain,Tokyo,135561,"solidity, ethereum",Yes,Medium,2025-10-27
3980,Sustainability Analyst,Green Tech,Dubai,152519,"climate data analysis, energy modeling",Yes,Small,2025-06-24
3981,Renewable Energy Engineer,Green Tech,Dubai,237330,"climate data analysis, energy modeling",No,Medium,2025-09-29
3982,Smart Contract Engineer,Blockchain,Singapore,89284,"rust, solidity",Yes,Small,2025-07-04
3983,Sustainability Analyst,Green Tech,Singapore,174598,"energy modeling, climate data analysis",No,Large,2025-03-26
3984,Quantum Software Developer,Quantum Computing,Singapore,109951,"qiskit, quantum algorithms",No,Small,2025-12-07
3985,Sustainability Analyst,Green Tech,Dubai,69455,"climate data analysis, energy modeling",Yes,Small,2025-09-14
